number	title	pageid	namespace	length	touched
50595	Naturschutzgebiet_Tolmecke-Siepen	8195278		3692	20181123210312
50596	Naturschutzgebiet_Erlenbruch_Klingersiepen	8195282		1548	20181123210312
50597	Naturschutzgebiet_Niederwald_Odin	8195286		3094	20181123210312
50598	Naturschutzgebiet_Erlenkamp	8195293		3441	20181123210312
50599	Naturschutzgebiet_Hohe_Hahn	8195296		1208	20181123210312
50600	Naturschutzgebiet_Kohlbrüche	8195297		1238	20181123210312
50601	Naturschutzgebiet_Eissteinberg	8195302		1117	20181123210312
50602	Naturschutzgebiet_Erlenbrücher_nördlich_Amecke	8195305		1062	20181123210312
50603	Naturschutzgebiet_Effenberg	8195363		1078	20181123210312
50604	Naturschutzgebiet_Kamberg	8195364		1158	20181123210312
50605	Naturschutzgebiet_Im_Sümpfel	8195365		3683	20181123210312
50606	Naturschutzgebiet_Grasberg	8195369		985	20181123210312
50607	Naturschutzgebiet_Katenberg	8195375		1271	20181123210312
50608	Naturschutzgebiet_Magerweide_am_Hömberg	8195378		1700	20181123210312
50609	Naturschutzgebiet_Erlenbruch_Denstenberg	8195383		1273	20181123210312
50610	Naturschutzgebiet_Schluchtwald_Müggenholl	8195391		2235	20181123210312
50611	Naturschutzgebiet_Bruchwald_Bormecke	8195396		1143	20181123210312
50612	Naturschutzgebiet_Schatthangwald_Hohe_Liete	8195398		1802	20181123210312
50613	Naturschutzgebiet_Unteres_Heckmersiepen	8195404		1586	20181123210312
50614	Naturschutzgebiet_Magerweide_südlich_des_Bärenberges	8195409		1367	20181125122551
50615	Naturschutzgebiet_Brachfläche_im_Sorpetal	8195411		1856	20181123210312
50616	Naturschutzgebiet_Rümmecke	8195414		1571	20181123210312
50617	Naturschutzgebiet_Erlenbruch_Schneebecke	8195421		1152	20181123210312
50618	Naturdenkmal_Felsklippen_Dasberg	8195425		906	20181123210312
50619	Naturschutzgebiet_Wennetal	8195432		3616	20181123210312
50620	Naturdenkmal_Klippen	8195439		653	20181123210312
50621	Naturdenkmal_Quellsumpf	8195442		570	20181123210312
50622	Naturdenkmal_Felsen	8195445		701	20181123210312
50623	North_Common_Meadow	8195495		2565	20181215155115
50624	Naturdenkmal_Bachschwinde_bei_Gut_Forst	8195502		1287	20181208142631
50625	Naturdenkmal_Felsband_am_Stein	8195516		710	20181123210312
50626	Naturdenkmal_Schwalgloch_am_Romberg	8195523		1253	20181123210312
50627	Naturdenkmal_Teich_und_Erlenfeuchtwald_im_Herdringer_Forst	8195528		1108	20181123210312
50628	Naturdenkmal_Diabasklippen_In_der_Strolle	8195532		1267	20181123210312
50629	Naturdenkmal_Spezialfaltung_in_ehemaligen_Steinbruch_Hesborn	8195546		1143	20181123210312
50630	Naturdenkmal_Eine_Mann_Eiche	8195561		707	20181123210312
50631	Naturdenkmal_Hudebuchen	8195570		1293	20181123210312
50632	Kupfer(I)-tellurid	8195676		3988	20181210113122
50633	Kupfer(I)-nitrid	8195831		3242	20181210113122
50634	Nikolai_Petrowitsch_Gorbunow	8195907		1899	20181216161326
50635	Naturdenkmal_Felsklippen_am_Mittelberg	8196164		1402	20181123210312
50636	Naturdenkmal_Grasbergklippen	8196165		601	20181123210312
50637	Naturdenkmal_Felsklippen_westlich_der_Sauerlandklinik	8196168		639	20181123210312
50638	Naturdenkmal_Felsklippen_am_Kitzhof	8196169		629	20181123210312
50639	Naturdenkmal_Kohlenkalkaufschluss_Seidfeld	8196171		657	20181123210312
50640	Naturdenkmal_Felsklippen_Weninghausen	8196174		619	20181123210312
50641	Naturdenkmal_Ossenstein	8196177		578	20181123210312
50642	Naturdenkmal_Kerbtälchen_östlich_von_Meinkenbracht	8196180		574	20181123210312
50643	Naturdenkmal_Höveler_Knapp	8196183		1215	20181123210312
50644	Naturdenkmal_Spezialfaltung_südsüdwestlich_Hövel	8196185		1527	20181123210312
50645	Naturdenkmal_Korallenkalk-Aufschluß_nördlich_Endorfer_Mühle	8196187		982	20181123210312
50646	Naturdenkmal_Spezialfaltung_in_Kieselschiefer_östlich_Allendorf	8196190		942	20181123210312
50647	Geschützter_Landschaftsbestandteil_Kleingewässer_östlich_Saal	8196197		2475	20181123210312
50648	Years_of_Living_Dangerously	8196349		8723	20181210102105
50649	Silber(I)-selenid	8196350		4398	20181210113122
50650	Audie_Bock	8196421		4646	20181217142341
50651	Foxes_Tarn	8196493		2031	20181123210312
50652	Lia_Naira	8196561		8768	20181216161326
50653	Birnbaum_von_Drahovice	8196884		1856	20181123210312
50654	Porter-Hypothese	8196938		14889	20181208142632
50655	Assuan-Staumauer	8196941		13380	20181216161326
50656	Orographisch_links_und_rechts	8197346		7357	20181124132455
50657	Naturschutzgebiet_Feuchtgrünland_am_Hengsbecker_Bach	8197378		2805	20181213200212
50658	Power_Ascender	8197382		2885	20181216161326
50659	Naturschutzgebiet_Hengstberg	8197384		1115	20181123210312
50660	Naturschutzgebiet_Landenbecker_Klippe	8197393		939	20181123210312
50661	Naturschutzgebiet_Felsberg/Krähenberg	8197395		1012	20181123210312
50662	Naturschutzgebiet_Reinscheid	8197400		930	20181123210312
50663	Schachnermühle	8197411		3054	20181123210312
50664	Carl_von_Mannlich	8197442		9769	20181011081640
50665	Berylliumcarbonat	8197619		3936	20181215182403
50666	Kroatenhöhle	8197685		2525	20181208142632
50667	Technikum_für_Hydromelioration_Panevėžys	8197751		2860	20181123210312
50668	Liste_der_Naturdenkmäler_im_Hochsauerlandkreis	8197799		75293	20181208142632
50669	Naturschutzgebiet_Am_Eimberg	8197837		940	20181123210312
50670	Naturschutzgebiet_Usemert	8197844		1680	20181123210312
50671	Naturschutzgebiet_Dormecketal	8197850		986	20181123210312
50672	Naturschutzgebiet_Feuchtwald_Landenbeck	8197859		1093	20181123210312
50673	Naturschutzgebiet_Magergrünland_am_Käseberg	8197869		1183	20181123210312
50674	Naturschutzgebiet_Büemker_Bach_und_Nebensiepen	8197872		964	20181123210312
50675	Steinerne_Rinne_bei_Hechlingen	8198055		5670	20181123210312
50676	Notgasse_und_Riesgasse	8198336		13524	20181208142632
50677	Grenzdolomit	8198537		10668	20181208142632
50678	Mary_Midgley	8198540		6682	20181218140430
50679	Liste_der_Naturdenkmale_in_Oberriexingen	8198896		10732	20181029092116
50680	Muttereiche	8199066		3029	20181208142632
50681	Liste_der_Naturdenkmale_in_Asperg	8199141		6850	20181029092116
50682	Manfred_Hoffmann	8199157		5142	20181126193839
50683	Norton_Point_Beach	8199177		3092	20181215155115
50684	Klimagipfel_2014	8199207		12006	20181108145720
50685	Adam_Bielecki_(Bergsteiger)	8199218		2577	20181208142632
50686	Kohlenstoffblase	8199940		17496	20181208142632
50687	Aloys_Dreyer	8201397		3739	20181003064350
50688	Roßweiher	8201415		3620	20181123210312
50689	Windpark_Hesselbach	8201548		13709	20181208142632
50690	Naturschutzgebiet_Liesetal	8201572		2378	20181123210312
50691	Wolfställen	8201882		2086	20181123210312
50692	Gondwanascorpio	8201896		7914	20181126102902
50693	Torflast	8202200		2073	20180810115535
50694	Earl_W._Bascom	8202240		2355	20181119171302
50695	Naturschutzgebiet_Oberes_Lennetal_(Schmallenberg)	8202273		2415	20181123210312
50696	Landschaftsschutzgebiet_Schmallenberg_Südost	8202287		2269	20181123210312
50697	Landschaftsschutzgebiet_Winterberg	8202294		2295	20181123210312
50698	Landschaftsschutzgebiet_Skigebiet_Kahler_Asten	8202300		2919	20181123210312
50699	Petras_Pavilonis	8202438		1549	20180215221910
50700	Gintautas_Gegužinskas	8202548		1791	20180430201148
50701	Gobitec	8202598		9105	20180920174517
50702	Kummt_(Einheit)	8202713		1125	20171125075507
50703	Benzo(j)fluoranthen	8203094		3041	20181210113122
50704	2,3-Epoxypropylmethacrylat	8203126		5855	20181210113122
50705	Aqua_Viva	8203157		7957	20180918203105
50706	Macrocranion	8203399		33572	20181126102902
50707	Juozas_Bertašius	8203510		2177	20180215212359
50708	Triphenylboroxin	8203622		9777	20181210113122
50709	Otto_Sperling_(Mediziner)	8203650		7037	20181006140757
50710	Notchview	8204017		4350	20181215155116
50711	Naturschutzgebiet_Hermkesiepen	8204426		3899	20181123210312
50712	Fenamidon	8204574		3463	20181211214654
50713	Formel-E-Rennstrecke_Putrajaya	8204688		3847	20181208144329
50714	Formel-E-Rennstrecke_Peking	8204699		5127	20181208144329
50715	Wertach-Kraftwerk	8204806		4242	20181208142632
50716	Rudolf_Jugoviz	8204922		3389	20181122124436
50717	Tierärztliche_Vereinigung_für_Tierschutz	8204940		8824	20181003064350
50718	Königliches_Landgestüt_Kreuzvorwerk	8205098		3693	20181123210312
50719	Naturschutzgebiet_Auf_der_Burg	8205103		2687	20181123210312
50720	Cornelis_Adriaan_Bergsma	8205542		8733	20181003064350
50721	Liste_der_geschützten_Höhlen_in_der_Steiermark	8205697		45009	20181208142632
50722	Landschaftsschutzgebiet_Leopoldskroner-Weiher	8205939		606	20181123210313
50723	Zinkarsenid	8205953		4501	20181210113122
50724	Naturschutzgebiet_Hamorsbruch_(Meschede)	8206013		2820	20181123210313
50725	The_Old_Manse	8206262		9083	20181215155116
50726	Eugen_von_Brockhausen_der_Ältere	8206413		3082	20180803182647
50727	Highgrading	8206444		2019	20181208142632
50728	Edmond_Panariti	8206492		3557	20181215155116
50729	Heulerberg	8206645		2859	20181208142632
50730	Power-to-Ammonia	8206685		4798	20181216161327
50731	Naturschutzgebiet_Kehling_/_Stuckerlen	8206721		1178	20181123210313
50732	Naturschutzgebiet_Niederwälder_bei_Visbeck	8206728		2922	20181123210313
50733	Naturschutzgebiet_Ruhrtal_bei_Laer	8206773		3665	20181123210313
50734	Naturschutzgebiet_Wallenstein	8206881		2191	20181123210313
50735	Esmeralda_(Schildkröte)	8206931		2723	20181121213303
50736	Holzeralm_(Gmund_am_Tegernsee)	8206955		3220	20181123210313
50737	Petrus_Johannes_Izaak_de_Fremery	8207145		6397	20181003064350
50738	Europa-_und_Naturschutzgebiet_Kalkhochalpen	8207151		840	20181123210313
50739	Marienhöhe_(Bad_Saarow)	8207497		40599	20181130175902
50740	Bifenazat	8207513		2511	20181210113122
50741	Virgilijus_Pozingis	8207633		2276	20181215155116
50742	Naturschutzgebiet_Am_Bocksbart	8207757		2445	20181123210313
50743	Naturschutzgebiet_Schnettenberg	8207817		1694	20181123210313
50744	Naturschutzgebiet_Alert	8207821		1277	20181123210313
50745	Naturschutzgebiet_Hölzchen	8207825		2064	20181123210313
50746	Naturschutzgebiet_Haldengelände_der_Grube_Alexander	8207831		1852	20181123210313
50747	Steinerne_Rinne_von_Oberweiler	8207834		5853	20181123210313
50748	Naturschutzgebiet_Lörmecketal_(Meschede)	8207842		2149	20181123210313
50749	Naturschutzgebiet_Steinbruch_Schüren_(Meschede)	8207854		2040	20181123210313
50750	Liste_der_Naturschutzgebiete_im_Alb-Donau-Kreis	8207870		45482	20181029092116
50751	Naturschutzgebiet_Kalkwäldchen_Schüren	8207873		1804	20181123210313
50752	Naturschutzgebiet_Hunstein	8207882		1190	20181123210313
50753	Naturschutzgebiet_Kolweder_Bachtal	8207889		1325	20181123210313
50754	Dolliner-Leinblatt	8207974		6591	20181215155116
50755	Naturschutzgebiet_Ruhr_bei_Freienohl	8208109		1172	20181123210313
50756	Naturschutzgebiet_Erlenwald_südlich_Frenkhausen	8208142		1847	20181123210313
50757	Andreas_Hupke	8208152		5147	20181208142632
50758	Sauerstoff-Minimum-Zone	8208316		11646	20180810222558
50759	Hermann_Vogel_(Agrarwissenschaftler)	8208329		5849	20181208142632
50760	Benzoxazol	8208419		1850	20181210113122
50761	Balys_Vilimas	8208430		1671	20180215211243
50762	Edmundas_Zenonas_Malūkas	8208470		2841	20181003064351
50763	Liste_der_Naturschutzgebiete_im_Landkreis_Böblingen	8208608		28871	20181029092116
50764	Alfonso_Márquez_de_la_Plata	8208949		5969	20181119171303
50765	Edward_Bass	8209010		11370	20181121234116
50766	Lukasmühle_(Gildehaus)	8209031		3682	20181123210313
50767	Oderhänge_Mallnow	8209226		5307	20181123210313
50768	Neddersee_(Warnow)	8209262		2128	20181208142632
50769	Ästig-Leinblatt	8209273		4500	20181215155116
50770	Bymarka	8209320		1369	20181202211211
50771	Liste_der_Landschaftsschutzgebiete_im_Kreis_Steinburg	8209492		11989	20181123210313
50772	Liste_der_Landschaftsschutzgebiete_in_der_Stadt_Flensburg	8209495		10666	20181123210313
50773	Liste_der_Landschaftsschutzgebiete_im_Kreis_Herzogtum_Lauenburg	8209506		787	20181026150823
50774	Heinz-Sigurd_Raethel	8209509		3008	20181003064351
50775	Amrum_(Gemeinde)	8209717		2137	20181208142632
50776	Thiobencarb	8209733		3125	20181210113122
50777	Cadmiumarsenid	8209745		4629	20181210113122
50778	Solarpark_Krughütte	8209839		1808	20181213211820
50779	Felsenmeer_(Naturschutzgebiet)	8210019		2732	20181123210313
50780	Liste_der_Naturschutzgebiete_in_Baden-Baden	8210161		12156	20181106161624
50781	Liste_der_Naturschutzgebiete_im_Landkreis_Biberach	8210166		43608	20181030121640
50782	Liste_der_Naturschutzgebiete_im_Bodenseekreis	8210170		45685	20181029092116
50783	Liste_der_Naturschutzgebiete_im_Landkreis_Breisgau-Hochschwarzwald	8210175		63033	20181029092116
50784	Liste_der_Naturschutzgebiete_im_Landkreis_Calw	8210180		37673	20181101033435
50785	Liste_der_Naturschutzgebiete_im_Landkreis_Emmendingen	8210183		28386	20181029092116
50786	Liste_der_Naturschutzgebiete_im_Enzkreis	8210185		41823	20181029092116
50787	Liste_der_Naturschutzgebiete_im_Landkreis_Esslingen	8210186		41011	20181029092116
50788	Liste_der_Naturschutzgebiete_in_Freiburg_im_Breisgau	8210187		11461	20181029092116
50789	Liste_der_Naturschutzgebiete_im_Landkreis_Freudenstadt	8210188		25840	20181029092116
50790	Liste_der_Naturschutzgebiete_im_Landkreis_Göppingen	8210190		28092	20181029092116
50791	Liste_der_Naturschutzgebiete_in_Heidelberg	8210194		8975	20181111054212
50792	Liste_der_Naturschutzgebiete_im_Landkreis_Heidenheim	8210195		19710	20181029092116
50793	Liste_der_Naturschutzgebiete_in_Heilbronn	8210197		8445	20181029092116
50794	Liste_der_Naturschutzgebiete_im_Landkreis_Heilbronn	8210203		29542	20181029092116
50795	Liste_der_Naturschutzgebiete_im_Hohenlohekreis	8210209		28242	20181029092116
50796	Liste_der_Naturschutzgebiete_im_Landkreis_Karlsruhe	8210212		55257	20181029092116
50797	Liste_der_Naturschutzgebiete_in_Karlsruhe	8210221		12836	20181208142632
50798	Liste_der_Naturschutzgebiete_im_Landkreis_Konstanz	8210224		88288	20181111112431
50799	Liste_der_Naturschutzgebiete_im_Landkreis_Lörrach	8210231		38050	20181029092116
50800	Liste_der_Naturschutzgebiete_im_Main-Tauber-Kreis	8210237		50712	20181029092116
50801	Liste_der_Naturschutzgebiete_in_Mannheim	8210243		14178	20181029092116
50802	Liste_der_Naturschutzgebiete_im_Neckar-Odenwald-Kreis	8210246		38261	20181208142632
50803	Liste_der_Naturschutzgebiete_im_Ostalbkreis	8210250		60183	20181113090922
50804	Liste_der_Naturschutzgebiete_in_Pforzheim	8210254		5979	20181029092116
50805	Liste_der_Naturschutzgebiete_im_Landkreis_Rastatt	8210257		44791	20181103172451
50806	Liste_der_Naturschutzgebiete_im_Landkreis_Ravensburg	8210260		99391	20181029092116
50807	Liste_der_Naturschutzgebiete_im_Landkreis_Reutlingen	8210263		58538	20181202121115
50808	Liste_der_Naturschutzgebiete_im_Rhein-Neckar-Kreis	8210264		71040	20181112062842
50809	Liste_der_Naturschutzgebiete_im_Landkreis_Schwäbisch_Hall	8210270		25572	20181029092116
50810	Liste_der_Naturschutzgebiete_im_Schwarzwald-Baar-Kreis	8210272		35140	20181029092116
50811	Liste_der_Naturschutzgebiete_im_Landkreis_Sigmaringen	8210275		35142	20181128143003
50812	Liste_der_Naturschutzgebiete_im_Landkreis_Tuttlingen	8210287		36293	20181207064034
50813	Liste_der_Landschaftsschutzgebiete_in_Brandenburg	8210289		71385	20181123210313
50814	Liste_der_Naturschutzgebiete_im_Landkreis_Waldshut	8210291		49648	20181029092116
50815	Liste_der_Naturschutzgebiete_im_Zollernalbkreis	8210295		72006	20181029092116
50816	Europium(III)-bromid	8210547		2917	20181210113122
50817	Gadolinium(III)-bromid	8210574		2678	20181210113122
50818	Liste_der_Landschaftsschutzgebiete_im_Alb-Donau-Kreis	8210605		62861	20181029092116
50819	Liste_der_Landschaftsschutzgebiete_im_Kreis_Nordfriesland	8210654		8502	20181123210313
50820	Liste_der_Landschaftsschutzgebiete_in_Baden-Baden	8210722		8081	20181029222535
50821	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Biberach	8210724		43139	20181030105106
50822	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Böblingen	8210728		54766	20181029092116
50823	Liste_der_Landschaftsschutzgebiete_im_Bodenseekreis	8210732		38999	20181029092116
50824	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Breisgau-Hochschwarzwald	8210734		46472	20181029092116
50825	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Calw	8210738		27092	20181105223532
50826	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Emmendingen	8210739		24763	20181029092116
50827	Liste_der_Landschaftsschutzgebiete_im_Enzkreis	8210743		47867	20181111053139
50828	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Esslingen	8210744		73164	20181113142202
50829	Liste_der_Landschaftsschutzgebiete_in_Freiburg_im_Breisgau	8210746		8666	20181208142632
50830	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Freudenstadt	8210747		52622	20181029092116
50831	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Göppingen	8210749		44430	20181029092116
50832	Liste_der_Landschaftsschutzgebiete_in_Heidelberg	8210751		4066	20181208142632
50833	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Heidenheim	8210753		93639	20181029092116
50834	Liste_der_Landschaftsschutzgebiete_in_Heilbronn	8210756		18731	20181208142632
50835	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Heilbronn	8210758		69338	20181029092116
50836	Liste_der_Landschaftsschutzgebiete_im_Hohenlohekreis	8210759		27886	20181029092116
50837	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Karlsruhe	8210761		79118	20181029092116
50838	Liste_der_Landschaftsschutzgebiete_in_Karlsruhe	8210762		23704	20181208142632
50839	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Konstanz	8210763		21514	20181029092116
50840	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Lörrach	8210764		25479	20181029092116
50841	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Ludwigsburg	8210765		100968	20181029092116
50842	Liste_der_Landschaftsschutzgebiete_im_Main-Tauber-Kreis	8210767		20184	20181029092116
50843	Liste_der_Landschaftsschutzgebiete_in_Mannheim	8210769		22385	20181029092116
50844	Liste_der_Landschaftsschutzgebiete_im_Neckar-Odenwald-Kreis	8210771		34251	20181208142632
50845	Liste_der_Landschaftsschutzgebiete_im_Ortenaukreis	8210773		29890	20181029092116
50846	Liste_der_Landschaftsschutzgebiete_im_Ostalbkreis	8210775		73106	20181029092116
50847	Liste_der_Landschaftsschutzgebiete_in_Pforzheim	8210777		4285	20181208142632
50848	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Rastatt	8210779		36075	20181105222744
50849	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Ravensburg	8210780		64930	20181029092116
50850	Liste_der_Landschaftsschutzgebiete_im_Rems-Murr-Kreis	8210782		76291	20181029092116
50851	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Reutlingen	8210783		112574	20181029092116
50852	Liste_der_Landschaftsschutzgebiete_im_Rhein-Neckar-Kreis	8210784		54191	20181105180528
50853	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Rottweil	8210785		51075	20181029092116
50854	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Schwäbisch_Hall	8210787		99570	20181029092116
50855	Liste_der_Landschaftsschutzgebiete_im_Schwarzwald-Baar-Kreis	8210789		33471	20181029092116
50856	Liste_der_Landschaftsschutzgebiete_im_Landkreis_Sigmaringen	8210792		35574	20181029092116
